baseline 'main' (ad7fcc1affd0746a, 391 forecast dates from 1994-03-01) against this run (7239dd930035d4f8, 391 from 1994-03-01)
110 IDENTICAL  0 NUMERICAL  277 MOVED  0 REMOVED  0 ADDED
a difference is NUMERICAL up to 1e-09 in absolute value and MOVED above it; every categorical difference is MOVED
1 of the MOVED are categorical -- a verdict, a failing gate or the run's identity -- and are listed first

categorical fields that moved -- read these first:
band   section  row  field               baseline          this run          difference
-----  -------  ---  ------------------  ----------------  ----------------  ----------
MOVED  run           configuration_hash  ad7fcc1affd0746a  7239dd930035d4f8

numeric fields, largest difference first:
band   section     row                                                               field                        baseline         this run          difference
-----  ----------  ----------------------------------------------------------------  ---------------------------  ---------------  ----------------  ----------
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 60              brier_score                  0.3156137146     0.3000239915      -1.559e-02
MOVED  indicators  economy_in_recession_at_horizon_date @ 60                         logarithmic_loss             0.3161455156     0.3008119332      -1.533e-02
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 12              brier_skill_score            -0.1662840623    -0.151055989      +1.523e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 60    resolution                   0.01107340102    0.02610736892     +1.503e-02
MOVED  indicators  federal_funds_rate_below_one_percent_within_horizon @ 12          reliability                  0.02773974938    0.01275938674     -1.498e-02
MOVED  indicators  treasury_yield_curve_inverted_within_horizon @ 60                 resolution                   0.03330520491    0.04825340504     +1.495e-02
MOVED  indicators  federal_funds_rate_below_one_percent_within_horizon @ 120         brier_score                  0.2374744276     0.2229591776      -1.452e-02
MOVED  indicators  federal_funds_rate_below_one_percent_within_horizon @ 120         reliability                  0.2370289829     0.2226315925      -1.440e-02
MOVED  indicators  treasury_yield_curve_inverted_within_horizon @ 12                 expected_calibration_error   0.127071366      0.112991625       -1.408e-02
MOVED  indicators  consumer_price_inflation_above_three_percent_at_horizon @ 60      brier_score                  0.2461548116     0.2601285136      +1.397e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 12    resolution                   0.01423724677    0.02811735679     +1.388e-02
MOVED  indicators  federal_funds_rate_below_one_percent_within_horizon @ 12          brier_score                  0.1286277113     0.1154917762      -1.314e-02
MOVED  indicators  treasury_yield_curve_inverted_within_horizon @ 60                 brier_score                  0.3511634549     0.3384017659      -1.276e-02
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 120             mean_distance_to_stationary  0.03197822061    0.01925222379     -1.273e-02
MOVED  indicators  economy_in_recession_at_horizon_date @ 120                        mean_distance_to_stationary  0.03203378831    0.01932215527     -1.271e-02
MOVED  indicators  economy_in_recession_within_horizon @ 120                         mean_distance_to_stationary  0.03203378831    0.01932215527     -1.271e-02
MOVED  indicators  federal_funds_rate_above_four_percent_at_horizon @ 120            mean_distance_to_stationary  0.03203378831    0.01932215527     -1.271e-02
MOVED  indicators  federal_funds_rate_below_one_percent_within_horizon @ 120         mean_distance_to_stationary  0.03203378831    0.01932215527     -1.271e-02
MOVED  indicators  treasury_yield_curve_inverted_within_horizon @ 120                mean_distance_to_stationary  0.03203378831    0.01932215527     -1.271e-02
MOVED  indicators  federal_funds_rate_below_one_percent_within_horizon @ 60          expected_calibration_error   0.3149900297     0.3022854108      -1.270e-02
MOVED  indicators  federal_funds_rate_above_four_percent_at_horizon @ 60             reliability                  0.09563370531    0.1082280505      +1.259e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 120   brier_score                  0.2969809413     0.284451373       -1.253e-02
MOVED  indicators  economy_in_recession_within_horizon @ 60                          brier_score                  0.356675172      0.3441504822      -1.252e-02
MOVED  indicators  economy_in_recession_within_horizon @ 12                          expected_calibration_error   0.1518402551     0.1643427597      +1.250e-02
MOVED  indicators  federal_funds_rate_above_four_percent_at_horizon @ 12             brier_score                  0.2553157277     0.2428867944      -1.243e-02
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 12              area_under_the_curve         0.5132403591     0.525662018       +1.242e-02
MOVED  indicators  consumer_price_inflation_above_three_percent_at_horizon @ 120     mean_distance_to_stationary  0.03158215715    0.01920408328     -1.238e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 120   mean_distance_to_stationary  0.03163940378    0.01927445369     -1.236e-02
MOVED  indicators  unemployment_rate_above_seven_percent_within_horizon @ 120        brier_skill_score            0.004169491943   -0.007533729378   -1.170e-02
MOVED  indicators  consumer_price_inflation_above_three_percent_at_horizon @ 120     brier_score                  0.2758235944     0.2645492774      -1.127e-02
MOVED  horizons    12                                                                skill_lower_bound            0.09965405699    0.1108724496      +1.122e-02
